snapshot_date,store_id,sku_id,stock_level,reorder_point,days_of_supply,is_below_reorder,is_stockout_risk,overstock_flag,inventory_value
2023-04-23,STR-003,SKU-1043,696,39,193.8,0,0,0,2147821.2
2023-05-07,STR-003,SKU-1043,1028,39,110.3,0,0,1,3172356.6
2023-05-21,STR-003,SKU-1043,421,39,90.5,0,0,0,1299184.95
2023-06-04,STR-003,SKU-1043,735,39,72.6,0,0,0,2268173.25
2023-06-18,STR-003,SKU-1043,427,39,145.6,0,0,0,1317700.65
2023-07-02,STR-003,SKU-1043,770,39,144.5,0,0,0,2376181.5
2023-07-16,STR-003,SKU-1043,516,39,118.0,0,0,0,1592350.2
2023-07-30,STR-003,SKU-1043,32,39,13.3,1,0,0,98750.4
2023-08-13,STR-003,SKU-1043,9,39,2.6,1,1,0,27773.55
2023-08-27,STR-003,SKU-1043,88,39,33.0,0,0,0,271563.6
2023-09-10,STR-003,SKU-1043,409,39,155.2,0,0,0,1262153.55
2023-09-24,STR-003,SKU-1043,634,39,81.0,0,0,0,1956492.3
2023-10-08,STR-003,SKU-1043,1042,39,380.1,0,0,1,3215559.9
2023-10-22,STR-003,SKU-1043,408,39,35.1,0,0,0,1259067.6
2023-11-05,STR-003,SKU-1043,437,39,43.5,0,0,0,1348560.15
2023-11-19,STR-003,SKU-1043,835,39,71.2,0,0,0,2576768.25
2023-12-03,STR-003,SKU-1043,305,39,130.4,0,0,0,941214.75
2023-12-17,STR-003,SKU-1043,304,39,40.2,0,0,0,938128.8
2023-12-31,STR-003,SKU-1043,723,39,511.5,0,0,0,2231141.85
2024-01-14,STR-003,SKU-1043,319,39,46.3,0,0,0,984418.05
2024-01-28,STR-003,SKU-1043,379,39,91.0,0,0,0,1169575.05
2024-02-11,STR-003,SKU-1043,481,39,42.5,0,0,0,1484341.95
2024-02-25,STR-003,SKU-1043,844,39,135.0,0,0,0,2604541.8
2024-03-10,STR-003,SKU-1043,143,39,50.0,0,0,0,441290.85
2024-03-24,STR-003,SKU-1043,995,39,106.9,0,0,0,3070520.25
2024-04-07,STR-003,SKU-1043,331,39,29.2,0,0,0,1021449.45
2024-04-21,STR-003,SKU-1043,21,39,3.2,1,0,0,64804.95
2024-05-05,STR-003,SKU-1043,792,39,70.5,0,0,0,2444072.4
2024-05-19,STR-003,SKU-1043,899,39,83.5,0,0,0,2774269.05
2024-06-02,STR-003,SKU-1043,291,39,110.9,0,0,0,898011.45
2024-06-16,STR-003,SKU-1043,373,39,60.2,0,0,0,1151059.35
2024-06-30,STR-003,SKU-1043,487,39,314.5,0,0,0,1502857.65
2023-01-01,STR-003,SKU-1044,194,60,28.0,0,0,0,40833.12
2023-01-15,STR-003,SKU-1044,320,60,119.2,0,0,0,67353.6
2023-01-29,STR-003,SKU-1044,501,60,56.1,0,0,0,105450.48
2023-02-12,STR-003,SKU-1044,569,60,204.7,0,0,1,119763.12
2023-02-26,STR-003,SKU-1044,321,60,68.6,0,0,0,67564.08
2023-03-12,STR-003,SKU-1044,566,60,138.3,0,0,1,119131.68
2023-03-26,STR-003,SKU-1044,525,60,45.3,0,0,0,110502.0
2023-04-09,STR-003,SKU-1044,210,60,17.7,0,0,0,44200.8
2023-04-23,STR-003,SKU-1044,461,60,100.0,0,0,0,97031.28
2023-05-07,STR-003,SKU-1044,239,60,123.9,0,0,0,50304.72
2023-05-21,STR-003,SKU-1044,269,60,34.3,0,0,0,56619.12
2023-06-04,STR-003,SKU-1044,597,60,134.5,0,0,1,125656.56
2023-06-18,STR-003,SKU-1044,555,60,162.1,0,0,1,116816.4
2023-07-02,STR-003,SKU-1044,324,60,51.7,0,0,0,68195.52
2023-07-16,STR-003,SKU-1044,493,60,191.8,0,0,0,103766.64
2023-07-30,STR-003,SKU-1044,586,60,65.3,0,0,1,123341.28
2023-08-13,STR-003,SKU-1044,297,60,100.8,0,0,0,62512.56
2023-08-27,STR-003,SKU-1044,200,60,35.9,0,0,0,42096.0
2023-09-10,STR-003,SKU-1044,96,60,18.8,0,0,0,20206.08
2023-09-24,STR-003,SKU-1044,534,60,457.7,0,0,0,112396.32
2023-10-08,STR-003,SKU-1044,100,60,17.5,0,0,0,21048.0
2023-10-22,STR-003,SKU-1044,270,60,28.0,0,0,0,56829.6
2023-11-05,STR-003,SKU-1044,338,60,42.3,0,0,0,71142.24
2023-11-19,STR-003,SKU-1044,103,60,10.8,0,0,0,21679.44
2023-12-03,STR-003,SKU-1044,411,60,207.4,0,0,0,86507.28
2023-12-17,STR-003,SKU-1044,557,60,98.1,0,0,1,117237.36
2023-12-31,STR-003,SKU-1044,252,60,139.3,0,0,0,53040.96
2024-01-14,STR-003,SKU-1044,531,60,68.9,0,0,0,111764.88
2024-01-28,STR-003,SKU-1044,171,60,40.4,0,0,0,35992.08
2024-02-11,STR-003,SKU-1044,92,60,20.4,0,0,0,19364.16
2024-02-25,STR-003,SKU-1044,386,60,36.3,0,0,0,81245.28
2024-03-10,STR-003,SKU-1044,566,60,57.9,0,0,1,119131.68
2024-03-24,STR-003,SKU-1044,475,60,40.7,0,0,0,99978.0
2024-04-07,STR-003,SKU-1044,322,60,37.3,0,0,0,67774.56
2024-04-21,STR-003,SKU-1044,184,60,22.0,0,0,0,38728.32
2024-05-05,STR-003,SKU-1044,581,60,491.6,0,0,1,122288.88
2024-05-19,STR-003,SKU-1044,462,60,218.0,0,0,0,97241.76
2024-06-02,STR-003,SKU-1044,476,60,206.5,0,0,0,100188.48
2024-06-16,STR-003,SKU-1044,593,60,387.4,0,0,1,124814.64
2024-06-30,STR-003,SKU-1044,227,60,31.6,0,0,0,47778.96
2023-01-01,STR-003,SKU-1045,2,27,0.2,1,1,0,3148.5
2023-01-15,STR-003,SKU-1045,164,27,13.9,0,0,0,258177.0
2023-01-29,STR-003,SKU-1045,311,27,26.5,0,0,0,489591.75
2023-02-12,STR-003,SKU-1045,562,27,341.1,0,0,0,884728.5
2023-02-26,STR-003,SKU-1045,19,27,2.5,1,0,0,29910.75
2023-03-12,STR-003,SKU-1045,431,27,52.2,0,0,0,678501.75
2023-03-26,STR-003,SKU-1045,268,27,193.4,0,0,0,421899.0
2023-04-09,STR-003,SKU-1045,18,27,2.1,1,0,0,28336.5
2023-04-23,STR-003,SKU-1045,26,27,5.2,1,0,0,40930.5
2023-05-07,STR-003,SKU-1045,343,27,43.2,0,0,0,539967.75
2023-05-21,STR-003,SKU-1045,25,27,3.7,1,0,0,39356.25
2023-06-04,STR-003,SKU-1045,142,27,43.2,0,0,0,223543.5
2023-06-18,STR-003,SKU-1045,546,27,110.5,0,0,0,859540.5
2023-07-02,STR-003,SKU-1045,478,27,153.4,0,0,0,752491.5
2023-07-16,STR-003,SKU-1045,72,27,9.7,0,0,0,113346.0
2023-07-30,STR-003,SKU-1045,237,27,22.2,0,0,0,373097.25
2023-08-13,STR-003,SKU-1045,519,27,172.0,0,0,0,817035.75
2023-08-27,STR-003,SKU-1045,289,27,84.0,0,0,0,454958.25
2023-09-10,STR-003,SKU-1045,582,27,102.3,0,0,0,916213.5
2023-09-24,STR-003,SKU-1045,443,27,441.0,0,0,0,697392.75
2023-10-08,STR-003,SKU-1045,315,27,44.7,0,0,0,495888.75
2023-10-22,STR-003,SKU-1045,444,27,74.0,0,0,0,698967.0
2023-11-05,STR-003,SKU-1045,335,27,35.0,0,0,0,527373.75
2023-11-19,STR-003,SKU-1045,575,27,107.6,0,0,0,905193.75
2023-12-03,STR-003,SKU-1045,519,27,45.6,0,0,0,817035.75
2023-12-17,STR-003,SKU-1045,189,27,20.1,0,0,0,297533.25
2023-12-31,STR-003,SKU-1045,202,27,23.9,0,0,0,317998.5
2024-01-14,STR-003,SKU-1045,459,27,127.9,0,0,0,722580.75
2024-01-28,STR-003,SKU-1045,541,27,63.3,0,0,0,851669.25
2024-02-11,STR-003,SKU-1045,486,27,40.8,0,0,0,765085.5
2024-02-25,STR-003,SKU-1045,386,27,73.2,0,0,0,607660.5
2024-03-10,STR-003,SKU-1045,628,27,173.0,0,0,1,988629.0
2024-03-24,STR-003,SKU-1045,198,27,31.5,0,0,0,311701.5
2024-04-07,STR-003,SKU-1045,585,27,50.2,0,0,0,920936.25
2024-04-21,STR-003,SKU-1045,587,27,62.7,0,0,0,924084.75
2024-05-05,STR-003,SKU-1045,144,27,18.7,0,0,0,226692.0
2024-05-19,STR-003,SKU-1045,361,27,55.7,0,0,0,568304.25
2024-06-02,STR-003,SKU-1045,157,27,20.2,0,0,0,247157.25
2024-06-16,STR-003,SKU-1045,350,27,176.0,0,0,0,550987.5
2024-06-30,STR-003,SKU-1045,78,27,38.2,0,0,0,122791.5
2023-01-01,STR-003,SKU-1046,603,50,52.9,0,0,0,145497.87
2023-01-15,STR-003,SKU-1046,269,50,22.8,0,0,0,64907.01
2023-01-29,STR-003,SKU-1046,370,50,200.3,0,0,0,89277.3
2023-02-12,STR-003,SKU-1046,608,50,65.4,0,0,0,146704.32
2023-02-26,STR-003,SKU-1046,200,50,29.8,0,0,0,48258.0
2023-03-12,STR-003,SKU-1046,428,50,332.6,0,0,0,103272.12
2023-03-26,STR-003,SKU-1046,547,50,252.6,0,0,0,131985.63
2023-04-09,STR-003,SKU-1046,687,50,79.0,0,0,1,165766.23
2023-04-23,STR-003,SKU-1046,602,50,89.2,0,0,0,145256.58
2023-05-07,STR-003,SKU-1046,41,50,7.1,1,0,0,9892.89
2023-05-21,STR-003,SKU-1046,425,50,46.8,0,0,0,102548.25
2023-06-04,STR-003,SKU-1046,92,50,66.3,0,0,0,22198.68
2023-06-18,STR-003,SKU-1046,496,50,58.3,0,0,0,119679.84
2023-07-02,STR-003,SKU-1046,565,50,438.6,0,0,0,136328.85
2023-07-16,STR-003,SKU-1046,361,50,110.8,0,0,0,87105.69
2023-07-30,STR-003,SKU-1046,163,50,86.0,0,0,0,39330.27
2023-08-13,STR-003,SKU-1046,382,50,140.9,0,0,0,92172.78
2023-08-27,STR-003,SKU-1046,623,50,156.7,0,0,0,150323.67
2023-09-10,STR-003,SKU-1046,69,50,6.7,0,0,0,16649.01
2023-09-24,STR-003,SKU-1046,353,50,38.4,0,0,0,85175.37
2023-10-08,STR-003,SKU-1046,357,50,33.1,0,0,0,86140.53
2023-10-22,STR-003,SKU-1046,184,50,47.4,0,0,0,44397.36
2023-11-05,STR-003,SKU-1046,47,50,8.2,1,0,0,11340.63
2023-11-19,STR-003,SKU-1046,649,50,78.5,0,0,0,156597.21
2023-12-03,STR-003,SKU-1046,541,50,50.1,0,0,0,130537.89
2023-12-17,STR-003,SKU-1046,165,50,23.6,0,0,0,39812.85
2023-12-31,STR-003,SKU-1046,48,50,4.4,1,0,0,11581.92
2024-01-14,STR-003,SKU-1046,170,50,95.4,0,0,0,41019.3
2024-01-28,STR-003,SKU-1046,386,50,42.0,0,0,0,93137.94
2024-02-11,STR-003,SKU-1046,729,50,87.3,0,0,1,175900.41
2024-02-25,STR-003,SKU-1046,232,50,19.8,0,0,0,55979.28
2024-03-10,STR-003,SKU-1046,97,50,24.3,0,0,0,23405.13
2024-03-24,STR-003,SKU-1046,414,50,35.8,0,0,0,99894.06
2024-04-07,STR-003,SKU-1046,5,50,0.4,1,1,0,1206.45
2024-04-21,STR-003,SKU-1046,419,50,146.8,0,0,0,101100.51
2024-05-05,STR-003,SKU-1046,234,50,51.3,0,0,0,56461.86
2024-05-19,STR-003,SKU-1046,283,50,24.4,0,0,0,68285.07
2024-06-02,STR-003,SKU-1046,234,50,21.0,0,0,0,56461.86
2024-06-16,STR-003,SKU-1046,338,50,43.5,0,0,0,81556.02
2024-06-30,STR-003,SKU-1046,605,50,68.6,0,0,0,145980.45
2023-01-01,STR-003,SKU-1047,828,99,95.1,0,0,0,1473285.24
2023-01-15,STR-003,SKU-1047,475,99,45.3,0,0,0,845181.75
2023-01-29,STR-003,SKU-1047,422,99,235.2,0,0,0,750877.26
2023-02-12,STR-003,SKU-1047,404,99,56.7,0,0,0,718849.32
2023-02-26,STR-003,SKU-1047,1100,99,108.7,0,0,0,1957263.0
2023-03-12,STR-003,SKU-1047,866,99,90.1,0,0,0,1540899.78
2023-03-26,STR-003,SKU-1047,1246,99,130.7,0,0,1,2217045.18
2023-04-09,STR-003,SKU-1047,553,99,334.2,0,0,0,983969.49
2023-04-23,STR-003,SKU-1047,771,99,96.8,0,0,0,1371863.43
2023-05-07,STR-003,SKU-1047,415,99,244.0,0,0,0,738421.95
2023-05-21,STR-003,SKU-1047,586,99,83.2,0,0,0,1042687.38
2023-06-04,STR-003,SKU-1047,718,99,404.7,0,0,0,1277558.94
2023-06-18,STR-003,SKU-1047,1125,99,318.2,0,0,0,2001746.25
2023-07-02,STR-003,SKU-1047,170,99,32.0,0,0,0,302486.1
2023-07-16,STR-003,SKU-1047,827,99,69.2,0,0,0,1471505.91
2023-07-30,STR-003,SKU-1047,141,99,19.7,0,0,0,250885.53
2023-08-13,STR-003,SKU-1047,436,99,113.6,0,0,0,775787.88
2023-08-27,STR-003,SKU-1047,781,99,70.1,0,0,0,1389656.73
2023-09-10,STR-003,SKU-1047,18,99,1.6,1,1,0,32027.94
2023-09-24,STR-003,SKU-1047,815,99,119.1,0,0,0,1450153.95
2023-10-08,STR-003,SKU-1047,575,99,166.3,0,0,0,1023114.75
2023-10-22,STR-003,SKU-1047,1221,99,122.3,0,0,0,2172561.93
2023-11-05,STR-003,SKU-1047,781,99,265.4,0,0,0,1389656.73
2023-11-19,STR-003,SKU-1047,886,99,345.7,0,0,0,1576486.38
2023-12-03,STR-003,SKU-1047,1211,99,489.0,0,0,0,2154768.63
2023-12-17,STR-003,SKU-1047,454,99,92.1,0,0,0,807815.82
2023-12-31,STR-003,SKU-1047,372,99,35.1,0,0,0,661910.76
2024-01-14,STR-003,SKU-1047,793,99,493.5,0,0,0,1411008.69
2024-01-28,STR-003,SKU-1047,346,99,41.6,0,0,0,615648.18
2024-02-11,STR-003,SKU-1047,484,99,78.7,0,0,0,861195.72
2024-02-25,STR-003,SKU-1047,599,99,67.2,0,0,0,1065818.67
2024-03-10,STR-003,SKU-1047,1274,99,982.5,0,0,1,2266866.42
2024-03-24,STR-003,SKU-1047,316,99,93.1,0,0,0,562268.28
2024-04-07,STR-003,SKU-1047,1260,99,304.3,0,0,1,2241955.8
2024-04-21,STR-003,SKU-1047,358,99,33.2,0,0,0,637000.14
2024-05-05,STR-003,SKU-1047,31,99,9.3,1,1,0,55159.23
2024-05-19,STR-003,SKU-1047,538,99,64.0,0,0,0,957279.54
2024-06-02,STR-003,SKU-1047,1103,99,95.9,0,0,0,1962600.99
2024-06-16,STR-003,SKU-1047,279,99,25.4,0,0,0,496433.07
2024-06-30,STR-003,SKU-1047,199,99,66.7,0,0,0,354086.67
2023-01-01,STR-003,SKU-1048,956,53,300.7,0,0,0,1687990.08
2023-01-15,STR-003,SKU-1048,157,53,15.6,0,0,0,277211.76
2023-01-29,STR-003,SKU-1048,166,53,15.8,0,0,0,293102.88
2023-02-12,STR-003,SKU-1048,1052,53,183.8,0,0,0,1857495.36
2023-02-26,STR-003,SKU-1048,1150,53,102.8,0,0,0,2030532.0
2023-03-12,STR-003,SKU-1048,31,53,2.9,1,0,0,54736.08
2023-03-26,STR-003,SKU-1048,813,53,276.9,0,0,0,1435497.84
2023-04-09,STR-003,SKU-1048,1501,53,612.1,0,0,0,2650285.68
2023-04-23,STR-003,SKU-1048,1036,53,433.0,0,0,0,1829244.48
2023-05-07,STR-003,SKU-1048,481,53,55.0,0,0,0,849292.08
2023-05-21,STR-003,SKU-1048,717,53,169.0,0,0,0,1265992.56
2023-06-04,STR-003,SKU-1048,1268,53,803.9,0,0,0,2238882.24
2023-06-18,STR-003,SKU-1048,757,53,336.6,0,0,0,1336619.76
2023-07-02,STR-003,SKU-1048,416,53,43.1,0,0,0,734522.88
2023-07-16,STR-003,SKU-1048,1243,53,206.2,0,0,0,2194740.24
2023-07-30,STR-003,SKU-1048,766,53,90.8,0,0,0,1352510.88
2023-08-13,STR-003,SKU-1048,241,53,26.9,0,0,0,425528.88
2023-08-27,STR-003,SKU-1048,1709,53,479.6,0,0,1,3017547.12
2023-09-10,STR-003,SKU-1048,28,53,4.5,1,0,0,49439.04
2023-09-24,STR-003,SKU-1048,1859,53,262.1,0,0,1,3282399.12
2023-10-08,STR-003,SKU-1048,1503,53,792.1,0,0,0,2653817.04
2023-10-22,STR-003,SKU-1048,267,53,52.5,0,0,0,471436.56
2023-11-05,STR-003,SKU-1048,1558,53,187.1,0,0,0,2750929.44
2023-11-19,STR-003,SKU-1048,377,53,38.2,0,0,0,665661.36
2023-12-03,STR-003,SKU-1048,265,53,24.7,0,0,0,467905.2
2023-12-17,STR-003,SKU-1048,283,53,39.8,0,0,0,499687.44
2023-12-31,STR-003,SKU-1048,1864,53,191.6,0,0,1,3291227.52
2024-01-14,STR-003,SKU-1048,1549,53,141.1,0,0,0,2735038.32
2024-01-28,STR-003,SKU-1048,799,53,129.7,0,0,0,1410778.32
2024-02-11,STR-003,SKU-1048,1693,53,196.9,0,0,1,2989296.24
2024-02-25,STR-003,SKU-1048,182,53,19.7,0,0,0,321353.76
2024-03-10,STR-003,SKU-1048,1849,53,456.0,0,0,1,3264742.32
2024-03-24,STR-003,SKU-1048,451,53,48.8,0,0,0,796321.68
2024-04-07,STR-003,SKU-1048,765,53,176.8,0,0,0,1350745.2
2024-04-21,STR-003,SKU-1048,72,53,6.7,0,0,0,127128.96
2024-05-05,STR-003,SKU-1048,1493,53,183.0,0,0,0,2636160.24
2024-05-19,STR-003,SKU-1048,564,53,138.2,0,0,0,995843.52
2024-06-02,STR-003,SKU-1048,1431,53,1118.4,0,0,0,2526688.08
2024-06-16,STR-003,SKU-1048,1471,53,385.9,0,0,0,2597315.28
2024-06-30,STR-003,SKU-1048,784,53,146.0,0,0,0,1384293.12
2023-01-01,STR-003,SKU-1049,1266,36,166.9,0,0,0,966628.98
2023-01-15,STR-003,SKU-1049,1176,36,149.6,0,0,0,897911.28
2023-01-29,STR-003,SKU-1049,1164,36,442.9,0,0,0,888748.92
2023-02-12,STR-003,SKU-1049,1031,36,483.3,0,0,0,787199.43
2023-02-26,STR-003,SKU-1049,639,36,129.3,0,0,0,487895.67
2023-03-12,STR-003,SKU-1049,1290,36,263.0,0,0,0,984953.7
2023-03-26,STR-003,SKU-1049,579,36,68.8,0,0,0,442083.87
2023-04-09,STR-003,SKU-1049,1659,36,173.5,0,0,1,1266696.27
2023-04-23,STR-003,SKU-1049,874,36,202.2,0,0,0,667325.22
2023-05-07,STR-003,SKU-1049,1082,36,154.4,0,0,0,826139.46
2023-05-21,STR-003,SKU-1049,854,36,448.0,0,0,0,652054.62
2023-06-04,STR-003,SKU-1049,733,36,455.8,0,0,0,559667.49
2023-06-18,STR-003,SKU-1049,630,36,309.9,0,0,0,481023.9
2023-07-02,STR-003,SKU-1049,144,36,23.3,0,0,0,109948.32
2023-07-16,STR-003,SKU-1049,1327,36,184.1,0,0,0,1013204.31
2023-07-30,STR-003,SKU-1049,793,36,105.5,0,0,0,605479.29
2023-08-13,STR-003,SKU-1049,357,36,91.9,0,0,0,272580.21
2023-08-27,STR-003,SKU-1049,1734,36,360.0,0,0,1,1323961.02
2023-09-10,STR-003,SKU-1049,610,36,60.8,0,0,0,465753.3
2023-09-24,STR-003,SKU-1049,632,36,79.3,0,0,0,482550.96
2023-10-08,STR-003,SKU-1049,399,36,45.8,0,0,0,304648.47
2023-10-22,STR-003,SKU-1049,340,36,101.6,0,0,0,259600.2
2023-11-05,STR-003,SKU-1049,1720,36,572.3,0,0,1,1313271.6
2023-11-19,STR-003,SKU-1049,1415,36,348.8,0,0,0,1080394.95
2023-12-03,STR-003,SKU-1049,1588,36,403.3,0,0,0,1212485.64
2023-12-17,STR-003,SKU-1049,566,36,180.1,0,0,0,432157.98
2023-12-31,STR-003,SKU-1049,457,36,51.4,0,0,0,348933.21
2024-01-14,STR-003,SKU-1049,390,36,42.7,0,0,0,297776.7
2024-01-28,STR-003,SKU-1049,836,36,94.6,0,0,0,638311.08
2024-02-11,STR-003,SKU-1049,1664,36,179.5,0,0,1,1270513.92
2024-02-25,STR-003,SKU-1049,542,36,53.7,0,0,0,413833.26
2024-03-10,STR-003,SKU-1049,1704,36,442.1,0,0,1,1301055.12
2024-03-24,STR-003,SKU-1049,975,36,245.3,0,0,0,744441.75
2024-04-07,STR-003,SKU-1049,1485,36,141.7,0,0,0,1133842.05
2024-04-21,STR-003,SKU-1049,1221,36,573.4,0,0,0,932270.13
2024-05-05,STR-003,SKU-1049,312,36,41.5,0,0,0,238221.36
2024-05-19,STR-003,SKU-1049,694,36,143.4,0,0,0,529889.82
2024-06-02,STR-003,SKU-1049,220,36,32.5,0,0,0,167976.6
2024-06-16,STR-003,SKU-1049,1038,36,88.6,0,0,0,792544.14
2024-06-30,STR-003,SKU-1049,985,36,458.3,0,0,0,752077.05
2023-01-01,STR-003,SKU-1050,1074,21,117.5,0,0,0,659146.02
2023-01-15,STR-003,SKU-1050,1037,21,310.8,0,0,0,636438.01
2023-01-29,STR-003,SKU-1050,310,21,34.4,0,0,0,190256.3
2023-02-12,STR-003,SKU-1050,1045,21,87.5,0,0,0,641347.85
2023-02-26,STR-003,SKU-1050,1082,21,104.3,0,0,0,664055.86
2023-03-12,STR-003,SKU-1050,491,21,100.3,0,0,0,301341.43
2023-03-26,STR-003,SKU-1050,1295,21,468.4,0,0,0,794780.35
2023-04-09,STR-003,SKU-1050,1342,21,204.4,0,0,0,823625.66
2023-04-23,STR-003,SKU-1050,445,21,131.7,0,0,0,273109.85
2023-05-07,STR-003,SKU-1050,389,21,63.2,0,0,0,238740.97
2023-05-21,STR-003,SKU-1050,1453,21,129.7,0,0,0,891749.69
2023-06-04,STR-003,SKU-1050,730,21,67.9,0,0,0,448022.9
2023-06-18,STR-003,SKU-1050,382,21,121.0,0,0,0,234444.86
2023-07-02,STR-003,SKU-1050,1423,21,801.1,0,0,0,873337.79
2023-07-16,STR-003,SKU-1050,45,21,5.3,0,0,0,27617.85
2023-07-30,STR-003,SKU-1050,1648,21,1118.6,0,0,1,1011427.04
2023-08-13,STR-003,SKU-1050,545,21,49.9,0,0,0,334482.85
2023-08-27,STR-003,SKU-1050,1069,21,358.5,0,0,0,656077.37
2023-09-10,STR-003,SKU-1050,278,21,43.7,0,0,0,170616.94
2023-09-24,STR-003,SKU-1050,593,21,75.3,0,0,0,363941.89
2023-10-08,STR-003,SKU-1050,296,21,28.1,0,0,0,181664.08
2023-10-22,STR-003,SKU-1050,735,21,158.1,0,0,0,451091.55
2023-11-05,STR-003,SKU-1050,1053,21,180.5,0,0,0,646257.69
2023-11-19,STR-003,SKU-1050,1352,21,141.5,0,0,0,829762.96
2023-12-03,STR-003,SKU-1050,434,21,56.2,0,0,0,266358.82
2023-12-17,STR-003,SKU-1050,944,21,243.2,0,0,0,579361.12
2023-12-31,STR-003,SKU-1050,915,21,92.9,0,0,0,561562.95
2024-01-14,STR-003,SKU-1050,1202,21,147.1,0,0,0,737703.46
2024-01-28,STR-003,SKU-1050,615,21,92.1,0,0,0,377443.95
2024-02-11,STR-003,SKU-1050,1585,21,226.5,0,0,0,972762.05
2024-02-25,STR-003,SKU-1050,1225,21,1109.2,0,0,0,751819.25
2024-03-10,STR-003,SKU-1050,1472,21,947.2,0,0,0,903410.56
2024-03-24,STR-003,SKU-1050,218,21,83.3,0,0,0,133793.14
2024-04-07,STR-003,SKU-1050,998,21,290.6,0,0,0,612502.54
2024-04-21,STR-003,SKU-1050,162,21,78.2,0,0,0,99424.26
2024-05-05,STR-003,SKU-1050,3,21,0.3,1,1,0,1841.19
2024-05-19,STR-003,SKU-1050,268,21,23.2,0,0,0,164479.64
2024-06-02,STR-003,SKU-1050,944,21,87.5,0,0,0,579361.12
2024-06-16,STR-003,SKU-1050,821,21,337.4,0,0,0,503872.33
2024-06-30,STR-003,SKU-1050,147,21,16.5,0,0,0,90218.31
2023-01-01,STR-003,SKU-1051,1164,88,230.1,0,0,0,2203056.24
2023-01-15,STR-003,SKU-1051,541,88,95.5,0,0,0,1023929.06
2023-01-29,STR-003,SKU-1051,152,88,27.8,0,0,0,287684.32
2023-02-12,STR-003,SKU-1051,789,88,212.8,0,0,0,1493308.74
2023-02-26,STR-003,SKU-1051,300,88,48.5,0,0,0,567798.0
2023-03-12,STR-003,SKU-1051,238,88,43.0,0,0,0,450453.08
2023-03-26,STR-003,SKU-1051,560,88,102.4,0,0,0,1059889.6
2023-04-09,STR-003,SKU-1051,359,88,64.0,0,0,0,679464.94
2023-04-23,STR-003,SKU-1051,1163,88,103.8,0,0,0,2201163.58
2023-05-07,STR-003,SKU-1051,1103,88,165.6,0,0,0,2087603.98
2023-05-21,STR-003,SKU-1051,474,88,127.1,0,0,0,897120.84
2023-06-04,STR-003,SKU-1051,1020,88,234.3,0,0,0,1930513.2
2023-06-18,STR-003,SKU-1051,1164,88,352.4,0,0,0,2203056.24
2023-07-02,STR-003,SKU-1051,1317,88,825.8,0,0,0,2492633.22
2023-07-16,STR-003,SKU-1051,348,88,40.5,0,0,0,658645.68
2023-07-30,STR-003,SKU-1051,151,88,16.0,0,0,0,285791.66
2023-08-13,STR-003,SKU-1051,723,88,80.4,0,0,0,1368393.18
2023-08-27,STR-003,SKU-1051,1413,88,229.5,0,0,1,2674328.58
2023-09-10,STR-003,SKU-1051,369,88,35.3,0,0,0,698391.54
2023-09-24,STR-003,SKU-1051,280,88,266.7,0,0,0,529944.8
2023-10-08,STR-003,SKU-1051,1159,88,189.1,0,0,0,2193592.94
2023-10-22,STR-003,SKU-1051,759,88,74.8,0,0,0,1436528.94
2023-11-05,STR-003,SKU-1051,867,88,94.6,0,0,0,1640936.22
2023-11-19,STR-003,SKU-1051,111,88,24.5,0,0,0,210085.26
2023-12-03,STR-003,SKU-1051,365,88,32.2,0,0,0,690820.9
2023-12-17,STR-003,SKU-1051,793,88,192.7,0,0,0,1500879.38
2023-12-31,STR-003,SKU-1051,553,88,60.5,0,0,0,1046640.98
2024-01-14,STR-003,SKU-1051,568,88,52.9,0,0,0,1075030.88
2024-01-28,STR-003,SKU-1051,576,88,55.4,0,0,0,1090172.16
2024-02-11,STR-003,SKU-1051,530,88,46.7,0,0,0,1003109.8
2024-02-25,STR-003,SKU-1051,1417,88,857.0,0,0,1,2681899.22
2024-03-10,STR-003,SKU-1051,16,88,1.4,1,1,0,30282.56
2024-03-24,STR-003,SKU-1051,1085,88,198.1,0,0,0,2053536.1
2024-04-07,STR-003,SKU-1051,723,88,679.2,0,0,0,1368393.18
2024-04-21,STR-003,SKU-1051,1141,88,467.9,0,0,0,2159525.06
2024-05-05,STR-003,SKU-1051,143,88,28.4,0,0,0,270650.38
2024-05-19,STR-003,SKU-1051,67,88,15.1,1,0,0,126808.22
2024-06-02,STR-003,SKU-1051,973,88,109.3,0,0,0,1841558.18
2024-06-16,STR-003,SKU-1051,1030,88,86.1,0,0,0,1949439.8
2024-06-30,STR-003,SKU-1051,1251,88,117.6,0,0,0,2367717.66
2023-01-01,STR-003,SKU-1052,994,51,90.7,0,0,1,1763813.24
2023-01-15,STR-003,SKU-1052,793,51,191.8,0,0,0,1407146.78
2023-01-29,STR-003,SKU-1052,1044,51,95.5,0,0,1,1852536.24
2023-02-12,STR-003,SKU-1052,128,51,17.0,0,0,0,227130.88
2023-02-26,STR-003,SKU-1052,913,51,408.8,0,0,0,1620081.98
2023-03-12,STR-003,SKU-1052,610,51,76.6,0,0,0,1082420.6
2023-03-26,STR-003,SKU-1052,235,51,54.5,0,0,0,416998.1
2023-04-09,STR-003,SKU-1052,1046,51,110.6,0,0,1,1856085.16
2023-04-23,STR-003,SKU-1052,363,51,144.3,0,0,0,644128.98
